Product_Category,Supplier_Region,Shipping_Mode,Warehouse_Type,Order_Quantity,Distance_km,Supplier_Lead_Time_days,Transportation_Cost,Inventory_Level,Demand_Forecast,Supplier_Reliability_Score,Historical_Delay_Rate,Delivery_Time_days,Delivery_Status
Industrial Equipment,North America,Road,Hybrid,24.0,2794.2,4.0,366.34,35.0,32.0,88.8,0.122,12.7,Early
Apparel,South Asia,Sea,Manual,1794.0,6541.4,21.0,12905.3,1492.0,1973.0,71.5,0.191,48.4,Delayed
Perishable Food,East Asia,Road,Automated,787.0,7827.7,19.0,18317.61,1353.0,1045.0,77.6,0.102,52.2,Delayed
Industrial Equipment,Europe,Road,Automated,62.0,7170.8,11.0,1545.64,69.0,61.0,86.5,0.039,36.5,Delayed
Industrial Equipment,Southeast Asia,Rail,Manual,87.0,6515.9,14.0,1385.36,53.0,54.0,70.6,0.085,34.1,On Time
Apparel,South Asia,Road,Automated,672.0,9561.5,14.0,17876.03,142.0,521.0,72.1,0.141,54.2,Severely Delayed
Electronics,East Asia,Air,Hybrid,638.0,9638.0,15.0,47644.95,620.0,787.0,74.4,0.183,29.7,Delayed
Electronics,East Asia,Sea,Automated,143.0,10205.2,25.0,1699.44,20.0,134.0,76.2,0.104,73.1,Severely Delayed
Electronics,East Asia,Sea,Hybrid,107.0,10291.9,25.0,1589.87,118.0,145.0,90.2,0.028,73.0,Severely Delayed
Electronics,South Asia,Sea,Hybrid,536.0,7174.0,23.0,4403.32,276.0,675.0,66.0,0.163,54.1,Delayed
Pharmaceuticals,East Asia,Sea,Cross-Dock,371.0,9708.0,24.0,,214.0,471.0,73.4,0.135,68.7,Severely Delayed
Industrial Equipment,Europe,Road,Automated,127.0,6599.1,11.0,2909.61,171.0,120.0,83.6,0.102,35.3,Delayed
Pharmaceuticals,East Asia,Sea,Hybrid,409.0,10387.9,27.0,5336.0,316.0,353.0,90.2,0.01,75.1,Severely Delayed
Furniture,Europe,Road,Hybrid,36.0,5537.8,5.0,719.69,33.0,49.0,82.4,0.053,22.8,On Time
Apparel,North America,Road,Manual,1079.0,2875.0,7.0,10151.98,772.0,1215.0,88.2,0.032,14.3,Early
Automotive Parts,Southeast Asia,Road,Automated,655.0,9411.7,14.0,20195.51,358.0,657.0,77.7,0.15,51.1,Delayed
Pharmaceuticals,Latin America,Road,Automated,85.0,8797.0,10.0,2678.95,33.0,75.0,75.2,0.182,44.1,Delayed
Automotive Parts,South Asia,Road,Hybrid,891.0,4599.6,13.0,13224.0,878.0,839.0,73.3,0.169,28.5,On Time
Industrial Equipment,East Asia,Rail,Manual,41.0,8687.4,18.0,840.67,38.0,41.0,84.3,0.06,47.4,Delayed
Apparel,Europe,,Cross-Dock,329.0,8290.1,11.0,8829.48,152.0,248.0,93.8,0.06,40.8,Delayed
Electronics,East Asia,Air,Hybrid,648.0,9225.8,10.0,55750.05,560.0,515.0,74.3,0.154,22.9,On Time
Apparel,East Asia,Rail,Hybrid,274.0,8592.0,,5071.76,115.0,309.0,77.9,0.125,43.5,Delayed
Perishable Food,East Asia,Air,Cross-Dock,907.0,6943.9,12.0,54085.2,909.0,941.0,76.9,0.125,20.9,On Time
Industrial Equipment,Southeast Asia,Sea,Hybrid,60.0,7361.9,20.0,694.64,34.0,69.0,73.8,0.191,59.0,Severely Delayed
Apparel,East Asia,Road,Automated,467.0,7510.0,20.0,12347.25,195.0,483.0,89.4,0.03,49.6,Delayed
Automotive Parts,North America,Sea,Automated,243.0,3770.4,13.0,1325.91,164.0,219.0,95.8,0.01,24.3,On Time
Pharmaceuticals,South Asia,Sea,Hybrid,913.0,7263.9,24.0,7574.84,1028.0,1172.0,73.5,0.202,54.6,Delayed
Electronics,Europe,Road,Manual,622.0,6074.7,7.0,11215.21,475.0,664.0,92.8,0.109,26.5,On Time
Apparel,South Asia,Sea,Cross-Dock,426.0,6212.2,19.0,3331.21,246.0,382.0,86.7,0.119,41.7,On Time
Furniture,Southeast Asia,Road,Automated,82.0,10453.0,17.0,2739.22,69.0,56.0,68.5,0.119,61.6,Severely Delayed
Furniture,Europe,Air,Automated,167.0,5674.8,3.0,7780.8,278.0,179.0,84.0,0.03,4.2,Early
Perishable Food,South Asia,Air,Hybrid,802.0,6290.7,13.0,49138.46,658.0,983.0,,0.149,21.1,On Time
Apparel,South Asia,Air,,930.0,6885.1,10.0,48640.95,1120.0,1078.0,76.3,0.169,18.5,On Time
Furniture,Southeast Asia,Road,,55.0,8047.8,16.0,1508.84,28.0,60.0,79.1,0.095,48.8,Delayed
Electronics,Europe,Air,Automated,436.0,7064.0,5.0,29876.34,293.0,517.0,81.6,0.046,6.7,Early
Industrial Equipment,South Asia,Sea,Manual,135.0,8405.9,22.0,1523.31,69.0,88.0,75.1,0.171,66.2,Severely Delayed
Electronics,South Asia,Air,Hybrid,419.0,8308.8,12.0,33532.52,314.0,523.0,79.1,0.166,22.6,On Time
Electronics,East Asia,Sea,Cross-Dock,318.0,13655.1,23.0,5446.36,313.0,303.0,74.7,0.087,88.4,Severely Delayed
Perishable Food,East Asia,Air,Automated,1494.0,6605.2,9.0,82456.52,978.0,1346.0,82.9,0.061,11.9,Early
Perishable Food,East Asia,Sea,Hybrid,151.0,9894.8,25.0,1903.26,213.0,168.0,78.3,0.168,71.4,Severely Delayed
Perishable Food,East Asia,Road,Automated,1797.0,8609.9,20.0,49388.24,2634.0,1861.0,73.3,0.105,56.7,Delayed
Perishable Food,East Asia,Road,Hybrid,180.0,12936.7,17.0,7509.78,39.0,181.0,87.9,0.033,74.4,Severely Delayed
Industrial Equipment,Southeast Asia,Road,Automated,150.0,8459.2,13.0,4396.59,93.0,143.0,78.8,0.083,45.5,Delayed
Perishable Food,Southeast Asia,Air,Cross-Dock,823.0,5204.2,11.0,,826.0,963.0,70.6,0.128,17.4,On Time
Perishable Food,Southeast Asia,Air,Automated,1896.0,8840.9,12.0,163364.18,1417.0,1660.0,81.5,0.115,19.4,On Time
Perishable Food,Europe,Air,Hybrid,2184.0,6812.2,3.0,123652.22,964.0,2803.0,99.0,0.01,7.7,On Time
Electronics,Europe,Sea,Hybrid,324.0,7386.6,11.0,2956.93,553.0,407.0,88.6,0.062,39.0,Delayed
Pharmaceuticals,East Asia,Rail,Automated,519.0,8262.8,19.0,8404.82,470.0,469.0,73.7,0.185,48.2,Delayed
Apparel,Europe,Road,Automated,849.0,6883.6,9.0,19441.49,948.0,1077.0,86.2,0.131,33.9,Delayed
Furniture,South Asia,Air,Hybrid,186.0,6849.4,11.0,13403.81,212.0,225.0,62.4,0.209,21.3,On Time
Electronics,North America,Air,Hybrid,903.0,3077.0,1.0,28463.11,858.0,936.0,89.3,0.05,1.6,Early
Industrial Equipment,Latin America,Sea,Hybrid,103.0,9342.9,21.0,1208.1,90.0,137.0,69.7,0.137,69.1,Severely Delayed
Perishable Food,Southeast Asia,Road,Hybrid,1899.0,8425.5,13.0,46731.39,2298.0,3040.0,80.7,0.124,45.1,Delayed
Industrial Equipment,East Asia,Road,Automated,260.0,11295.6,16.0,9836.56,344.0,291.0,78.4,0.148,63.6,Severely Delayed
Perishable Food,Europe,Air,Cross-Dock,1889.0,6531.6,3.0,106397.17,2749.0,2501.0,93.4,0.054,7.0,Early
Electronics,East Asia,Road,Automated,302.0,10532.7,17.0,11316.68,305.0,268.0,77.2,0.136,63.6,Severely Delayed
Automotive Parts,East Asia,Air,Manual,543.0,7435.3,14.0,38971.42,614.0,715.0,81.3,0.139,24.1,On Time
Furniture,East Asia,Rail,Cross-Dock,81.0,11884.6,18.0,2282.48,97.0,94.0,73.6,0.142,62.5,Severely Delayed
Automotive Parts,East Asia,Sea,Cross-Dock,560.0,8171.0,24.0,4867.59,506.0,698.0,75.6,0.141,59.9,Delayed
Perishable Food,Europe,Air,Automated,890.0,7556.4,5.0,64789.05,327.0,825.0,92.7,0.069,7.9,Early
Furniture,South Asia,Road,Automated,180.0,7541.0,16.0,4664.48,256.0,218.0,80.4,0.148,46.3,Delayed
Automotive Parts,East Asia,Sea,Hybrid,798.0,9733.1,25.0,8760.51,638.0,699.0,78.1,0.086,70.1,Severely Delayed
Furniture,Latin America,Road,Manual,79.0,10004.4,16.0,2352.29,64.0,98.0,75.1,0.111,58.4,Severely Delayed
Apparel,North America,Sea,Hybrid,758.0,2151.8,14.0,2267.49,685.0,842.0,94.7,0.019,19.2,Early
Furniture,South Asia,Road,Manual,64.0,6456.7,20.0,1321.1,66.0,64.0,67.6,0.142,46.5,Delayed
Furniture,North America,Road,Automated,82.0,3970.1,8.0,1037.08,34.0,105.0,92.7,0.01,20.5,On Time
Industrial Equipment,North America,Air,Manual,95.0,4710.9,3.0,4632.52,43.0,88.0,90.1,0.027,5.1,Early
Apparel,North America,Road,Hybrid,,3484.7,2.0,6887.8,0.0,799.0,92.1,0.036,16.4,On Time
Perishable Food,North America,Air,Hybrid,2689.0,1964.3,3.0,45165.39,3644.0,2886.0,89.3,0.01,3.7,Early
Automotive Parts,Southeast Asia,Sea,Manual,102.0,7731.8,23.0,1061.5,,97.0,63.2,0.148,57.2,Delayed
Perishable Food,South Asia,Air,Automated,3047.0,7122.0,11.0,200807.02,3296.0,2697.0,75.0,0.089,15.3,Early
Furniture,North America,Road,Manual,236.0,4199.0,1.0,3770.4,360.0,388.0,89.0,0.101,14.3,On Time
Perishable Food,East Asia,Air,Hybrid,1647.0,9582.7,7.0,162032.85,1289.0,1591.0,80.0,0.158,19.2,On Time
Apparel,Southeast Asia,Air,Hybrid,1207.0,6315.6,9.0,74113.35,1653.0,1389.0,66.1,0.12,16.2,On Time
Furniture,South Asia,Sea,Cross-Dock,223.0,8448.7,21.0,2382.4,207.0,203.0,80.0,0.122,56.1,Delayed
Electronics,East Asia,Sea,Cross-Dock,298.0,10471.8,20.0,3632.34,332.0,369.0,82.2,0.116,63.5,Severely Delayed
Electronics,Latin America,Sea,Manual,734.0,7692.6,21.0,6343.2,679.0,859.0,59.9,0.201,55.8,Delayed
Furniture,North America,Road,Cross-Dock,167.0,3953.5,2.0,2180.19,76.0,154.0,98.2,0.019,12.2,Early
Furniture,East Asia,Sea,Automated,36.0,8565.3,20.0,603.94,35.0,42.0,84.6,0.135,55.2,Delayed
Industrial Equipment,East Asia,Sea,Manual,50.0,8990.1,29.0,736.05,26.0,37.0,87.5,0.021,77.4,Severely Delayed
Apparel,South Asia,Sea,Manual,342.0,6513.5,23.0,2655.9,411.0,421.0,72.2,0.075,49.5,Delayed
Electronics,Latin America,Sea,Hybrid,363.0,8309.1,19.0,3412.19,260.0,357.0,71.9,0.2,53.7,Delayed
Industrial Equipment,South Asia,Sea,Hybrid,14.0,8375.2,18.0,387.15,21.0,16.0,80.4,0.053,59.8,Severely Delayed
Electronics,East Asia,Road,Automated,657.0,6446.3,15.0,13567.18,1236.0,872.0,84.6,0.063,38.0,On Time
Electronics,North America,Road,Cross-Dock,735.0,4195.6,3.0,10177.98,665.0,716.0,89.2,0.01,13.2,Early
Apparel,South Asia,Road,Cross-Dock,518.0,7428.5,14.0,12968.7,443.0,579.0,70.2,0.181,42.5,Delayed
Pharmaceuticals,East Asia,Sea,Cross-Dock,364.0,8833.0,23.0,4626.88,405.0,393.0,66.6,0.196,63.7,Severely Delayed
Industrial Equipment,Southeast Asia,Rail,Manual,207.0,8230.6,13.0,4112.06,138.0,211.0,81.5,0.134,38.2,Delayed
Automotive Parts,East Asia,Sea,Cross-Dock,347.0,7945.7,22.0,3569.17,377.0,384.0,87.7,0.058,55.7,Delayed
Furniture,Southeast Asia,Air,Hybrid,104.0,5791.6,6.0,6442.15,114.0,126.0,80.5,0.075,10.6,Early
Electronics,Southeast Asia,Road,Hybrid,348.0,6900.0,9.0,8111.4,425.0,421.0,82.9,0.074,32.9,On Time
Apparel,East Asia,Sea,Manual,1107.0,6258.7,20.0,6908.85,365.0,1377.0,76.4,0.146,45.4,Delayed
Perishable Food,Europe,Air,Hybrid,821.0,4917.4,2.0,38317.94,606.0,799.0,85.9,0.062,6.3,Early
Electronics,Europe,Sea,Hybrid,352.0,4601.4,14.0,1996.26,511.0,435.0,85.1,0.09,29.5,On Time
Apparel,North America,Rail,Hybrid,1080.0,4271.0,8.0,9444.88,513.0,676.0,78.3,0.097,19.1,On Time
Apparel,North America,Road,,1038.0,2690.9,6.0,7984.81,1015.0,1302.0,86.4,0.038,13.2,Early
Electronics,East Asia,Sea,Automated,280.0,9429.5,26.0,2839.75,167.0,196.0,83.0,0.049,68.2,Severely Delayed
Pharmaceuticals,East Asia,Sea,Hybrid,124.0,11409.6,23.0,1791.89,114.0,142.0,88.3,0.031,75.5,Severely Delayed
Furniture,Europe,Road,Manual,108.0,7494.6,10.0,2769.23,87.0,128.0,91.1,0.01,35.7,Delayed
Electronics,East Asia,Sea,Manual,379.0,8995.3,19.0,4018.46,212.0,470.0,78.2,0.097,57.1,Delayed
Perishable Food,East Asia,Road,Manual,1281.0,9003.1,19.0,35764.14,2220.0,1528.0,87.7,0.07,56.4,Delayed
Automotive Parts,North America,Rail,Manual,469.0,3613.5,7.0,3881.96,631.0,660.0,91.8,0.061,16.1,On Time
Furniture,East Asia,Sea,Manual,51.0,13111.9,26.0,1037.58,21.0,41.0,72.2,0.116,92.9,Severely Delayed
Automotive Parts,Europe,Sea,Automated,336.0,6983.3,8.0,2952.31,444.0,431.0,89.3,0.051,33.8,On Time
Perishable Food,Southeast Asia,Sea,Automated,194.0,9186.3,23.0,2311.92,177.0,227.0,80.9,0.116,63.9,Severely Delayed
Automotive Parts,Southeast Asia,Road,Hybrid,532.0,11545.2,10.0,20990.97,622.0,651.0,79.4,0.117,56.9,Severely Delayed
Apparel,East Asia,Road,Manual,318.0,9975.1,20.0,8810.93,388.0,338.0,75.1,0.185,63.9,Severely Delayed
Apparel,South Asia,Road,Automated,211.0,8687.6,13.0,6161.5,149.0,171.0,68.5,0.217,48.6,Delayed
Electronics,Southeast Asia,Rail,Automated,334.0,8905.1,17.0,6140.56,426.0,353.0,88.6,0.091,46.4,Delayed
Perishable Food,South Asia,Sea,Automated,1414.0,7800.3,22.0,14173.23,1861.0,1360.0,68.8,0.149,56.7,Delayed
Perishable Food,Europe,Road,Automated,1104.0,5372.9,11.0,20821.96,574.0,1174.0,88.6,0.017,29.0,On Time
Apparel,North America,Sea,Cross-Dock,1963.0,2788.6,12.0,6421.05,1991.0,2105.0,75.1,0.143,21.7,On Time
Automotive Parts,South Asia,Sea,Manual,103.0,6536.0,26.0,988.79,87.0,100.0,82.1,0.102,54.0,Delayed
Apparel,East Asia,Sea,Manual,156.0,11008.1,22.0,1822.39,101.0,147.0,87.0,0.051,71.5,Severely Delayed
Apparel,Europe,Road,Manual,469.0,7476.3,5.0,10308.03,458.0,385.0,98.6,0.01,29.1,On Time
Electronics,East Asia,Air,Automated,715.0,11779.7,11.0,73361.75,873.0,671.0,75.9,0.134,23.8,On Time
Perishable Food,Southeast Asia,Road,Hybrid,751.0,8183.6,16.0,20372.24,875.0,819.0,83.5,0.025,46.2,Delayed
Apparel,North America,Rail,Cross-Dock,365.0,3838.8,9.0,3031.1,443.0,406.0,84.0,0.087,19.2,On Time
Apparel,East Asia,Air,Automated,985.0,10426.8,10.0,103778.9,1183.0,1020.0,91.5,0.047,18.2,On Time
Apparel,Europe,Road,Automated,540.0,6374.2,6.0,10615.97,702.0,676.0,73.8,0.114,28.3,On Time
Automotive Parts,South Asia,Air,Hybrid,986.0,6783.3,12.0,71793.25,630.0,974.0,80.5,0.017,20.4,On Time
Industrial Equipment,East Asia,Road,Automated,68.0,6960.7,20.0,1485.07,92.0,93.0,82.5,0.094,48.3,Delayed
Perishable Food,Latin America,Air,Automated,1927.0,8558.4,7.0,157349.16,2598.0,2299.0,76.3,0.147,12.6,Early
Furniture,Europe,Road,Hybrid,121.0,6378.3,4.0,2567.71,111.0,144.0,91.6,0.035,24.2,On Time
Automotive Parts,North America,Sea,Hybrid,591.0,4214.7,15.0,2931.02,362.0,758.0,93.0,0.044,30.1,On Time
Industrial Equipment,Southeast Asia,Sea,Automated,159.0,10019.9,17.0,2003.27,134.0,179.0,90.8,0.06,58.3,Delayed
Pharmaceuticals,North America,Air,Hybrid,58.0,3591.8,2.0,2204.49,59.0,65.0,99.0,0.01,3.7,Early
Industrial Equipment,North America,Road,Automated,13.0,4799.9,1.0,323.94,9.0,11.0,93.7,0.069,16.5,On Time
Industrial Equipment,East Asia,Sea,Manual,20.0,9824.9,24.0,463.06,10.0,18.0,83.5,0.068,75.8,Severely Delayed
Automotive Parts,East Asia,Road,Hybrid,207.0,11266.3,16.0,7712.34,241.0,207.0,91.2,0.047,64.1,Severely Delayed
Perishable Food,South Asia,Rail,Hybrid,2176.0,7070.3,15.0,33504.8,2577.0,1874.0,83.6,0.121,37.2,Delayed
Electronics,North America,Sea,Hybrid,1201.0,2781.7,16.0,3977.05,688.0,1222.0,91.0,0.018,24.4,Early
Electronics,Europe,Road,Hybrid,381.0,6002.5,8.0,7135.43,200.0,458.0,88.7,0.143,28.1,On Time
Perishable Food,North America,Road,Hybrid,785.0,4428.7,5.0,12478.46,497.0,828.0,84.6,0.108,18.6,On Time
Perishable Food,North America,Rail,Cross-Dock,1372.0,3333.6,6.0,8448.72,1188.0,1444.0,92.2,0.042,13.0,Early
Perishable Food,Southeast Asia,Air,Manual,627.0,7511.4,8.0,44428.64,624.0,548.0,77.7,0.086,16.0,On Time
Pharmaceuticals,Latin America,Sea,Manual,330.0,8793.6,25.0,3889.67,612.0,400.0,78.3,0.125,78.2,Severely Delayed
Pharmaceuticals,South Asia,Road,Hybrid,530.0,6695.2,14.0,12474.19,623.0,419.0,85.2,0.078,38.7,Delayed
Automotive Parts,Southeast Asia,Sea,Automated,575.0,9962.0,26.0,6002.67,824.0,706.0,83.8,0.084,71.1,Severely Delayed
Electronics,Southeast Asia,Sea,Hybrid,168.0,10982.9,19.0,2173.43,221.0,190.0,82.7,0.154,68.7,Severely Delayed
Apparel,East Asia,Air,Automated,660.0,9510.1,13.0,56463.75,1125.0,790.0,81.0,0.075,21.4,On Time
Automotive Parts,South Asia,Road,Manual,1434.0,7900.4,14.0,33039.41,1459.0,1900.0,71.9,0.189,45.6,Delayed
Automotive Parts,East Asia,Sea,Hybrid,619.0,11161.9,22.0,7432.88,519.0,683.0,86.8,0.063,72.1,Severely Delayed
Industrial Equipment,Europe,Rail,Hybrid,55.0,6627.0,10.0,854.89,19.0,53.0,91.8,0.01,27.4,On Time
Automotive Parts,North America,Sea,Automated,256.0,2946.9,16.0,1134.53,159.0,253.0,94.6,0.052,25.6,On Time
Industrial Equipment,North America,Sea,Manual,54.0,3242.1,15.0,469.14,68.0,65.0,84.5,0.091,35.1,Delayed
Apparel,Europe,Road,Hybrid,1189.0,6982.1,8.0,25227.3,911.0,847.0,82.4,0.114,37.6,Delayed
Perishable Food,South Asia,Road,Cross-Dock,1248.0,7710.4,12.0,30052.99,869.0,1026.0,71.2,0.137,41.2,Delayed
Apparel,South Asia,Road,Manual,323.0,4877.3,16.0,4769.88,375.0,368.0,78.6,0.101,33.1,On Time
Pharmaceuticals,Southeast Asia,Sea,Automated,511.0,7555.5,20.0,4697.48,,593.0,76.3,0.175,51.3,Delayed
Industrial Equipment,Latin America,Sea,Manual,253.0,7632.6,18.0,2261.53,176.0,224.0,81.5,0.114,56.1,Severely Delayed
Apparel,Europe,Rail,Manual,862.0,7532.3,12.0,12776.73,804.0,846.0,82.2,0.14,35.9,Delayed
Pharmaceuticals,East Asia,Sea,,574.0,8306.0,21.0,5807.21,462.0,387.0,76.2,0.144,56.8,Delayed
Apparel,East Asia,Sea,Cross-Dock,287.0,8711.4,24.0,3271.69,81.0,318.0,80.9,0.188,63.8,Delayed
Electronics,East Asia,Sea,Manual,354.0,8651.7,25.0,3659.62,425.0,327.0,78.9,0.187,64.7,Delayed
Electronics,South Asia,Air,Manual,146.0,8225.6,13.0,9806.87,102.0,111.0,69.3,0.17,24.4,On Time
Electronics,East Asia,Sea,Manual,688.0,11156.7,21.0,9454.89,634.0,681.0,82.6,0.15,71.2,Severely Delayed
Industrial Equipment,Southeast Asia,Sea,Automated,81.0,8928.5,25.0,953.21,57.0,78.0,76.8,0.182,66.4,Severely Delayed
Perishable Food,Europe,Air,Manual,168.0,7794.5,5.0,11048.16,66.0,124.0,80.5,0.114,12.2,On Time
Automotive Parts,South Asia,Sea,Manual,182.0,8801.1,22.0,1966.5,93.0,154.0,70.5,0.19,61.2,Delayed
Furniture,East Asia,Air,Manual,123.0,6404.4,10.0,7694.76,140.0,157.0,86.4,0.084,15.9,On Time
Electronics,South Asia,Road,Hybrid,99.0,7967.1,13.0,2554.01,63.0,105.0,72.4,0.136,44.4,Delayed
Electronics,North America,Air,Manual,172.0,3267.0,1.0,6032.23,157.0,161.0,85.1,0.016,2.8,Early
Automotive Parts,Europe,Sea,Manual,908.0,5029.6,15.0,5383.06,860.0,1233.0,85.9,0.058,32.8,On Time
Apparel,East Asia,Rail,Cross-Dock,396.0,8953.3,20.0,7650.23,382.0,456.0,74.7,0.091,51.7,Delayed
Industrial Equipment,Southeast Asia,Sea,Manual,96.0,9278.8,20.0,1134.67,83.0,82.0,86.7,0.053,66.4,Severely Delayed
Electronics,East Asia,Sea,Manual,740.0,11988.5,28.0,11058.74,542.0,864.0,87.3,0.11,87.2,Severely Delayed
Furniture,East Asia,Road,Cross-Dock,218.0,7199.9,16.0,5081.93,363.0,292.0,96.8,0.013,42.6,Delayed
Automotive Parts,Latin America,Sea,Manual,1176.0,9779.6,20.0,11879.09,1507.0,1516.0,72.6,0.138,63.8,Severely Delayed
Apparel,East Asia,Sea,Manual,1382.0,12861.2,27.0,18798.14,1080.0,1389.0,79.9,0.127,92.5,Severely Delayed
Apparel,East Asia,Road,Hybrid,834.0,12630.6,16.0,37543.23,699.0,775.0,76.8,0.089,75.9,Severely Delayed
Industrial Equipment,Europe,Sea,Hybrid,22.0,2459.6,12.0,320.71,17.0,24.0,90.8,0.097,27.7,On Time
Apparel,South Asia,Sea,Cross-Dock,681.0,10023.8,21.0,7640.26,494.0,731.0,71.3,0.181,66.9,Severely Delayed
Perishable Food,East Asia,Air,Manual,1754.0,11143.4,15.0,168610.86,1280.0,1796.0,76.2,0.061,31.3,Delayed
Perishable Food,East Asia,Air,Manual,526.0,5554.4,13.0,27778.15,330.0,552.0,89.9,0.097,18.2,On Time
Apparel,East Asia,Road,Automated,1466.0,8190.7,19.0,34185.68,1503.0,1587.0,82.2,0.131,51.7,Delayed
Automotive Parts,North America,Road,Automated,449.0,4292.4,2.0,6359.4,364.0,613.0,91.6,0.03,14.3,On Time
Automotive Parts,East Asia,Sea,Manual,728.0,10116.1,20.0,8042.47,385.0,749.0,83.3,0.107,64.1,Severely Delayed
Apparel,Europe,Road,Automated,1160.0,5828.5,9.0,19313.77,1156.0,1324.0,90.5,0.049,28.0,On Time
Automotive Parts,Southeast Asia,Sea,Manual,748.0,8298.1,22.0,6896.33,887.0,719.0,65.5,0.199,58.7,Delayed
Apparel,East Asia,Sea,Automated,498.0,10433.5,22.0,5304.52,244.0,510.0,75.1,0.075,68.7,Severely Delayed
Electronics,South Asia,Sea,Automated,1068.0,6449.3,19.0,7476.08,805.0,1215.0,85.1,0.013,42.2,On Time
Pharmaceuticals,East Asia,Road,Manual,618.0,9282.6,17.0,15244.04,360.0,672.0,81.7,0.089,54.9,Delayed
Industrial Equipment,South Asia,Sea,Hybrid,88.0,8362.4,22.0,1026.49,78.0,84.0,76.5,0.151,65.9,Severely Delayed
Electronics,East Asia,Road,Manual,155.0,8301.6,14.0,3835.9,102.0,112.0,86.8,0.065,46.0,Delayed
Apparel,Europe,Sea,Hybrid,514.0,4912.3,15.0,3020.5,669.0,685.0,85.8,0.125,32.5,On Time
Perishable Food,South Asia,Sea,Automated,745.0,6374.0,18.0,5404.63,475.0,707.0,67.6,0.202,45.1,Delayed
Automotive Parts,North America,Sea,Automated,117.0,2940.0,10.0,645.99,196.0,142.0,81.8,0.13,21.8,On Time
Electronics,Europe,Road,Cross-Dock,237.0,5792.3,5.0,4931.59,267.0,278.0,82.0,0.1,21.9,On Time
Perishable Food,Southeast Asia,Air,Cross-Dock,18.0,5650.3,10.0,1454.89,6.0,15.0,71.9,0.098,15.0,On Time
Furniture,South Asia,Road,Manual,192.0,7505.4,13.0,4590.9,184.0,222.0,69.4,0.166,41.5,Delayed
Apparel,East Asia,Rail,Manual,631.0,10983.6,22.0,14729.36,732.0,827.0,74.3,0.087,62.1,Severely Delayed
Electronics,Latin America,Sea,Cross-Dock,680.0,7514.2,21.0,5424.41,570.0,,77.5,0.069,48.3,On Time
Electronics,South Asia,Sea,Manual,319.0,6355.0,19.0,2456.79,304.0,415.0,82.8,0.096,44.4,Delayed
Perishable Food,Europe,Air,Automated,265.0,6280.8,6.0,17054.01,126.0,342.0,82.4,0.026,7.3,Early
Perishable Food,Europe,Air,Automated,397.0,5433.8,3.0,18429.16,408.0,450.0,77.7,0.088,4.0,Early
Automotive Parts,North America,Sea,Automated,435.0,4119.8,14.0,2539.8,179.0,567.0,90.4,0.064,29.5,On Time
Furniture,East Asia,Sea,Hybrid,130.0,7980.4,21.0,1219.5,124.0,157.0,91.1,0.01,53.0,Delayed
Furniture,East Asia,Sea,Hybrid,79.0,8600.7,25.0,1017.23,81.0,93.0,,0.237,65.2,Severely Delayed
Industrial Equipment,North America,Sea,Automated,46.0,3019.1,17.0,402.32,57.0,50.0,82.2,0.056,26.6,On Time
Perishable Food,North America,Air,Automated,1877.0,4134.7,2.0,57357.07,2316.0,1997.0,75.8,0.073,1.1,Early
Perishable Food,Europe,Road,Automated,192.0,6229.6,6.0,4232.09,281.0,208.0,89.5,0.048,27.8,On Time
Industrial Equipment,Europe,Rail,Hybrid,101.0,8831.9,13.0,2064.47,45.0,128.0,82.0,0.096,40.6,Delayed
Apparel,Latin America,Road,Cross-Dock,580.0,9360.4,11.0,18080.12,423.0,528.0,77.3,0.123,47.6,Delayed
Furniture,Latin America,Road,Manual,234.0,10635.0,14.0,7593.65,362.0,340.0,76.3,0.133,59.6,Severely Delayed
Automotive Parts,Europe,Sea,Hybrid,1484.0,6120.6,21.0,10874.11,1934.0,2125.0,97.0,0.01,44.3,On Time
Electronics,East Asia,Road,Automated,132.0,7888.1,15.0,3331.83,95.0,118.0,88.6,0.082,45.2,Delayed
Perishable Food,South Asia,Air,Hybrid,1665.0,7157.0,12.0,115885.03,1828.0,1501.0,64.5,0.138,22.1,On Time
Apparel,North America,Sea,Manual,1073.0,3072.2,17.0,3742.18,288.0,1100.0,88.3,0.06,28.3,On Time
Electronics,North America,Road,Automated,207.0,2240.9,7.0,1717.33,242.0,174.0,96.8,0.025,13.1,Early
Perishable Food,East Asia,Road,Manual,729.0,11233.1,19.0,27169.61,835.0,931.0,73.8,0.102,69.5,Severely Delayed
Apparel,North America,Road,Hybrid,613.0,3520.6,1.0,7864.79,476.0,686.0,87.7,0.018,15.6,On Time
Automotive Parts,South Asia,Air,Automated,652.0,6292.4,9.0,38580.37,466.0,621.0,74.4,0.129,11.9,Early
Industrial Equipment,South Asia,Road,Manual,85.0,7687.6,17.0,2399.86,112.0,94.0,73.7,0.018,46.9,Delayed
Automotive Parts,Southeast Asia,Road,Cross-Dock,1064.0,8269.3,13.0,29024.58,1078.0,1030.0,77.8,0.158,44.7,Delayed
Apparel,South Asia,Sea,Hybrid,339.0,9027.1,21.0,3868.24,254.0,392.0,69.9,0.077,60.2,Delayed
Apparel,North America,Air,Manual,680.0,3772.7,4.0,23712.29,1105.0,731.0,84.4,0.012,6.1,Early
Apparel,North America,Road,Automated,875.0,3401.1,7.0,9708.92,798.0,1026.0,92.7,0.02,17.5,On Time
